,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,
"Rough-legged Hawk (<em class=""sci"">Buteo lagopus</em>)",0.0051126,0.0047607,0.0052468,0.0052202,0.0044544,0.0051651,0.0041726,0.0035674,0.0025476,0.0030532,0.0028125,0.0020542,9.801E-4,7.133E-4,3.414E-4,8.87E-5,9.0E-6,6.04E-5,1.03E-5,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-5,3.11E-5,7.07E-5,2.359E-4,3.556E-4,7.297E-4,0.0016728,0.0030331,0.0037225,0.0047077,0.0047588,0.004507,0.0048019,0.0052741,0.004264
"Red-tailed x Rough-legged Hawk (hybrid) (<em class=""sci"">Buteo jamaicensis x lagopus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4E-6
"Ferruginous Hawk (<em class=""sci"">Buteo regalis</em>)",0.020463,0.0192096,0.0203795,0.0203014,0.018121,0.0160789,0.0118301,0.0124223,0.0071086,0.005267,0.0031841,0.0024538,0.0012439,0.0010462,6.215E-4,3.206E-4,5.4E-5,3.45E-5,6.18E-5,5.67E-5,3.22E-5,2.29E-5,1.19E-5,5.98E-5,6.27E-5,6.56E-5,0.0015,3.88E-5,2.67E-5,3.97E-5,5.34E-5,8.12E-5,2.304E-4,4.579E-4,0.001203,0.0028671,0.0042981,0.0050082,0.0064278,0.0083886,0.0123795,0.0150326,0.0198406,0.0179683,0.0171931,0.0193166,0.0208079,0.0176936
"Buteo sp. (<em class=""sci"">Buteo sp.</em>)",0.0017378,0.0015424,0.0016093,0.001812,0.0016207,0.0020207,0.001997,0.0018765,0.0017874,0.0018361,0.0016373,0.0018158,0.0018376,0.0018831,0.0015495,0.0015619,0.0012864,0.0013378,0.0012157,0.0011202,0.0010194,0.0010318,9.628E-4,0.0010366,9.902E-4,0.0011681,0.0010738,0.0013374,0.0013729,0.0011125,0.0011471,0.0011461,0.0013164,0.0013402,0.0018357,0.0024822,0.0023798,0.002351,0.0018672,0.0019282,0.0020333,0.0022181,0.0022071,0.0022524,0.0019404,0.0021046,0.001973,0.0019001
"Buteo/eagle sp. (<em class=""sci"">Buteo/eagle sp.</em>)",6.3E-6,1.67E-5,1.64E-5,2.47E-5,0,8.7E-6,6.6E-6,2.93E-5,0.0015,1.05E-5,2.01E-5,2.1E-5,9.4E-6,2.85E-5,8.8E-6,6.8E-6,3.6E-5,8.6E-6,3.09E-5,2.13E-5,2.15E-5,0,1.19E-5,1.99E-5,1.25E-5,1.31E-5,0,9.7E-6,0,0,0,0,1.1E-5,1.12E-5,0,0,2.05E-5,9.9E-6,2.15E-5,2.47E-5,1.12E-5,0,1.17E-5,8.5E-6,1.23E-5,0,1.92E-5,1.29E-5
"hawk sp. (<em class=""sci"">Accipitridae sp. (hawk sp.)</em>)",0.0015426,0.0016508,0.0017653,0.0019106,0.001905,0.0022559,0.0024202,0.0015736,0.0018388,0.0020354,0.0020591,0.0020752,0.0019318,0.0016644,0.0016633,0.001405,0.0011514,0.0017607,0.0014527,0.0012265,0.0012662,0.0011006,0.0011768,0.0014452,0.001291,0.0013388,0.0013557,0.0012889,0.0012796,0.0013377,0.0012138,0.0013536,0.0012506,0.0015188,0.0017009,0.0017124,0.0016926,0.0018571,0.0016955,0.0020024,0.0018311,0.0020314,0.0018432,0.0020238,0.001707,0.001778,0.0019441,0.0021771
"eagle sp. (<em class=""sci"">Accipitridae sp. (eagle sp.)</em>)",1.89E-5,3.34E-5,2.46E-5,4.93E-5,2.84E-5,1.74E-5,0,2.93E-5,4.11E-5,4.2E-5,0.0015,2.8E-5,3.77E-5,9.5E-6,1.75E-5,1.36E-5,2.7E-5,0.0015,0,2.13E-5,0,2.29E-5,0.0015,1.99E-5,1.25E-5,1.31E-5,0,9.7E-6,0,3.97E-5,0,9.0E-6,0.0015,0.0015,1.04E-5,1.57E-5,1.03E-5,2.96E-5,3.22E-5,1.65E-5,2.25E-5,1.1E-5,3.52E-5,1.69E-5,7.37E-5,2.42E-5,5.77E-5,7.09E-5
"American Barn Owl (<em class=""sci"">Tyto furcata</em>)",0.0106408,0.0088378,0.0087282,0.0093433,0.0087572,0.0085446,0.0079947,0.008679,0.0085057,0.0092854,0.0089396,0.0089108,0.0084812,0.0088069,0.0098835,0.0106536,0.0107046,0.0095458,0.0104777,0.0103083,0.010537,0.0109254,0.0106743,0.0113224,0.0107163,0.0117602,0.0124292,0.0122402,0.0126228,0.0137609,0.0135916,0.014574,0.0152265,0.0149762,0.0154425,0.0161029,0.0142482,0.0121501,0.0115572,0.0106465,0.0103125,0.0104207,0.0102607,0.0089079,0.009358,0.0095434,0.0143403,0.0098935
"Flammulated Owl (<em class=""sci"">Psiloscops flammeolus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,9.4E-6,0.0015,6.13E-5,3.069E-4,3.598E-4,8.286E-4,0.0015454,9.996E-4,0.0012447,0.0013184,0.0010936,0.0015748,0.001103,9.056E-4,7.382E-4,5.039E-4,2.133E-4,1.589E-4,9.34E-5,8.12E-5,4.39E-5,5.58E-5,2.07E-5,3.14E-5,2.05E-5,9.9E-6,1.07E-5,0,0,0,0,0,0,0,0,0
"Western Screech-Owl (<em class=""sci"">Megascops kennicottii</em>)",0.0047474,0.0050192,0.0049676,0.0052695,0.0050705,0.0053045,0.0047214,0.0062258,0.006143,0.0049627,0.0052231,0.0047604,0.0051735,0.0043559,0.0062067,0.0053609,0.0052264,0.0052908,0.0045331,0.0036866,0.0050217,0.0047347,0.0054917,0.0050831,0.005402,0.0052107,0.0049529,0.0048941,0.0055183,0.005854,0.0051485,0.0049994,0.0046184,0.0051149,0.0036714,0.0050665,0.0048109,0.0056799,0.0050006,0.0040789,0.0033027,0.0029648,0.0033342,0.0023709,0.0023456,0.0033263,0.0069969,0.0037423
"Snowy Owl (<em class=""sci"">Bubo scandiacus</em>)",0.0014859,7.42E-4,2.463E-4,1.85E-5,2.84E-5,1.74E-5,1.521E-4,0,0.0015,1.05E-5,0.0015,3.51E-5,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5E-6,0,0.0015,0,0.0017004
"Great Horned Owl (<em class=""sci"">Bubo virginianus</em>)",0.0335971,0.0291479,0.0328683,0.0347293,0.0329438,0.0341437,0.0325608,0.0353513,0.0349471,0.0367114,0.0357082,0.0352295,0.0343677,0.0345523,0.0352444,0.0342048,0.0315741,0.0300703,0.0281673,0.0274014,0.024261,0.0211744,0.021004,0.02107,0.0207808,0.0210135,0.0211269,0.0219024,0.0238194,0.0261576,0.026036,0.0290036,0.0305078,0.0318063,0.0341727,0.0337769,0.0319841,0.0304838,0.0283617,0.0269128,0.0257139,0.025607,0.0249357,0.0249456,0.0273984,0.0296946,0.0419622,0.0333454
"Northern Pygmy-Owl (<em class=""sci"">Glaucidium gnoma</em>)",0.001977,0.0014674,0.0014615,0.0017134,0.0013553,0.0019162,0.0019309,0.0026682,0.002414,0.0024971,0.0027421,0.0028254,0.0033831,0.0032051,0.0036067,0.0037513,0.0036522,0.0033747,0.0033896,0.0033605,0.0033264,0.0029692,0.0035898,0.0029801,0.0024691,0.0023625,0.0019597,0.0018801,0.0019194,0.0023442,0.0020141,0.0024636,0.0025341,0.0030377,0.002292,0.0024744,0.0024414,0.0025584,0.0024681,0.0024638,0.0016177,0.0015153,0.0011857,0.0014141,0.001179,0.0011491,0.0028873,0.0017648
"Elf Owl (<em class=""sci"">Micrathene whitneyi</em>)",0,0,0,0,0,8.7E-6,0,0,0.0015,0,0,7.0E-6,8.48E-5,9.51E-5,2.63E-5,8.87E-5,1.8E-5,1.73E-5,9.27E-5,2.84E-5,0.0015,1.146E-4,5.94E-5,5.98E-5,3.76E-5,1.31E-5,1.34E-5,0,0,0,0.0015,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0.0015,0,0,6.4E-6
"Burrowing Owl (<em class=""sci"">Athene cunicularia</em>)",0.0136441,0.0136985,0.0140899,0.0144772,0.0134201,0.0111577,0.0095288,0.0119923,0.0099541,0.0087713,0.0080456,0.0057138,0.0043631,0.0041276,0.0038694,0.0040991,0.0056761,0.0041601,0.0038223,0.0044027,0.0042277,0.0039208,0.0039345,0.0045349,0.0047879,0.0048038,0.0049126,0.0046325,0.0045053,0.0039601,0.0036947,0.0037179,0.0034117,0.0032164,0.0033395,0.0050273,0.0063804,0.0066282,0.0082199,0.0093857,0.0101215,0.0117933,0.0137006,0.0113127,0.0123299,0.0116238,0.0121171,0.011201
"Spotted Owl (<em class=""sci"">Strix occidentalis</em>)",3.148E-4,1.918E-4,3.038E-4,3.76E-4,3.033E-4,2.874E-4,2.711E-4,3.128E-4,4.623E-4,5.666E-4,7.835E-4,7.922E-4,7.445E-4,6.943E-4,0.0010417,0.0010504,0.0011154,9.926E-4,0.001329,0.0012549,0.0011803,0.0013872,0.0012957,0.0013256,0.0010654,0.0012994,9.664E-4,9.401E-4,8.264E-4,7.284E-4,7.736E-4,5.234E-4,3.84E-4,4.244E-4,4.46E-4,6.912E-4,3.488E-4,5.137E-4,3.327E-4,3.214E-4,2.134E-4,2.635E-4,2.231E-4,1.524E-4,2.211E-4,2.056E-4,4.62E-4,3.671E-4
"Barred Owl (<em class=""sci"">Strix varia</em>)",8.81E-5,7.5E-5,1.232E-4,1.479E-4,1.232E-4,2.526E-4,2.447E-4,3.128E-4,2.979E-4,1.679E-4,2.21E-4,1.683E-4,2.167E-4,2.092E-4,3.152E-4,2.728E-4,3.238E-4,2.417E-4,2.782E-4,2.269E-4,2.361E-4,2.751E-4,2.258E-4,3.488E-4,2.256E-4,2.494E-4,2.282E-4,2.229E-4,1.999E-4,1.192E-4,1.467E-4,1.173E-4,1.755E-4,1.117E-4,2.282E-4,1.257E-4,1.334E-4,6.91E-5,1.18E-4,9.06E-5,1.348E-4,1.427E-4,1.878E-4,1.355E-4,1.474E-4,1.693E-4,2.31E-4,8.37E-5
"Spotted x Barred Owl (hybrid) (<em class=""sci"">Strix occidentalis x varia</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,1.31E-5,0,9.7E-6,0,0,2.67E-5,0,0,0,0,0,0,9.9E-6,0,0,0,0,0,0,0,0,0,0
"Spotted/Barred Owl (<em class=""sci"">Strix occidentalis/varia</em>)",0,0,0,6.2E-6,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,1.15E-5,0,0,0,0,0,9.7E-6,0,0,0,0,0,0,0,0,0,9.9E-6,0,0,0,0,0,0,0,0,9.6E-6,0
"Great Gray Owl (<em class=""sci"">Strix nebulosa</em>)",1.448E-4,1.501E-4,1.889E-4,4.129E-4,1.422E-4,1.829E-4,2.65E-5,2.93E-5,0.0015,1.05E-5,1.0E-5,3.51E-5,6.6E-5,4.76E-5,5.25E-5,4.77E-5,1.169E-4,1.208E-4,1.648E-4,2.481E-4,2.146E-4,3.095E-4,2.14E-4,1.794E-4,1.253E-4,1.706E-4,1.879E-4,2.132E-4,1.6E-4,1.457E-4,3.068E-4,1.444E-4,1.646E-4,2.569E-4,8.3E-5,1.178E-4,4.1E-5,1.679E-4,1.18E-4,1.154E-4,1.12E-5,3.29E-5,0.0015,8.5E-6,1.23E-5,2.42E-5,0,1.159E-4
"Strix sp. (<em class=""sci"">Strix sp.</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,9.5E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-5,0,0,0,0,1.1E-5,0,0,0,0,0,0
"Long-eared Owl (<em class=""sci"">Asio otus</em>)",0.0014167,0.0013173,0.0015847,0.0017688,0.0021798,0.0020033,0.0014019,0.002072,0.0020751,0.0021404,0.0014866,0.0017948,0.001112,8.084E-4,7.704E-4,0.0012345,0.0016372,9.063E-4,0.0010303,0.001347,9.55E-4,8.484E-4,6.3E-4,5.482E-4,3.509E-4,3.806E-4,3.893E-4,3.973E-4,5.065E-4,4.768E-4,4.935E-4,4.783E-4,4.827E-4,4.691E-4,5.497E-4,5.734E-4,6.155E-4,7.31E-4,6.868E-4,8.158E-4,8.875E-4,0.0010981,0.001221,0.0011177,9.456E-4,0.0013063,0.0012127,0.0011336
"Short-eared Owl (<em class=""sci"">Asio flammeus</em>)",0.0029278,0.0028014,0.0030709,0.0029028,0.0026821,0.0022211,0.0017854,0.0021209,0.0016025,0.001259,9.542E-4,7.572E-4,4.806E-4,4.66E-4,4.377E-4,2.183E-4,1.979E-4,8.63E-5,2.473E-4,4.112E-4,2.897E-4,4.586E-4,6.062E-4,2.392E-4,1.88E-4,1.838E-4,1.074E-4,6.78E-5,8.0E-5,5.3E-5,9.34E-5,1.444E-4,8.78E-5,1.899E-4,2.696E-4,4.006E-4,6.77E-4,8.594E-4,8.155E-4,0.0012113,0.0018199,0.0027452,0.0030759,0.0032008,0.0027018,0.002661,0.0035899,0.0024734
"Long-eared/Short-eared Owl (<em class=""sci"">Asio otus/flammeus</em>)",6.3E-6,0,0,0.0015,0,0,0,0,0,0,0,0.0015,0,0,8.8E-6,0,0,8.6E-6,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,1.03E-5,0,0,0,0,0,0,0,0,0,0.0015,0
"Asio sp. (<em class=""sci"">Asio sp.</em>)",0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2E-6,0,0,0,8.5E-6,0,0,0,0
"Northern Saw-whet Owl (<em class=""sci"">Aegolius acadicus</em>)",0.0026193,0.0030682,0.0027917,0.0028535,0.0022272,0.002674,0.0022285,0.0035478,0.0031228,0.0017417,0.0018683,0.0017737,0.0016585,0.0014361,0.0021448,0.0018279,0.001997,0.0019074,0.0018751,0.0014392,0.0014271,0.0012725,0.0012838,0.0013854,0.001316,0.0010106,7.382E-4,4.943E-4,8.264E-4,8.344E-4,5.469E-4,7.941E-4,9.544E-4,8.041E-4,4.667E-4,0.0013668,0.0012104,0.0013533,0.0013199,0.0010877,0.0012357,0.0012957,0.0014088,9.653E-4,0.0012772,0.001137,0.0028777,0.0013333
"pygmy-owl/saw-whet owl sp. (<em class=""sci"">Glaucidium/Aegolius sp. (pygmy-owl/saw-whet owl sp.)</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"owl sp. (<em class=""sci"">Strigiformes sp.</em>)",1.511E-4,1.918E-4,1.314E-4,1.726E-4,1.516E-4,1.045E-4,2.182E-4,1.466E-4,1.13E-4,1.993E-4,1.607E-4,1.683E-4,1.037E-4,9.51E-5,1.313E-4,1.637E-4,1.439E-4,2.071E-4,2.061E-4,1.631E-4,9.66E-5,1.834E-4,1.189E-4,2.392E-4,2.131E-4,1.969E-4,1.745E-4,1.744E-4,1.6E-4,2.119E-4,2.134E-4,1.715E-4,2.743E-4,1.117E-4,1.556E-4,2.121E-4,1.334E-4,1.877E-4,1.502E-4,1.73E-4,1.91E-4,2.196E-4,2.465E-4,1.778E-4,2.456E-4,1.693E-4,3.272E-4,2.705E-4
"Oriental Pied-Hornbill (<em class=""sci"">Anthracoceros albirostris</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belted Kingfisher (<em class=""sci"">Megaceryle alcyon</em>)",0.0860644,0.081966,0.0804999,0.0758621,0.0685318,0.060814,0.0508646,0.0637535,0.0594266,0.0589124,0.0551041,0.0469306,0.0419537,0.0411432,0.0406019,0.0326292,0.0263118,0.0217069,0.0226863,0.0212405,0.0197328,0.02067,0.0216458,0.0241598,0.0269725,0.0297156,0.0359453,0.0443281,0.060888,0.0738371,0.0875382,0.099843,0.1064318,0.1077595,0.1146211,0.1121785,0.109585,0.1062291,0.1070405,0.1070084,0.1088656,0.1044044,0.1064464,0.1059637,0.105099,0.0969096,0.0926826,0.0882747
"Lilac-breasted Roller (<em class=""sci"">Coracias caudatus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5E-6,0,0,0,0
"Keel-billed Toucan (<em class=""sci"">Ramphastos sulfuratus</em>)",0,0,0,0,0,0,0,0,1.03E-5,4.2E-5,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0.0015,0,0,0,0,0.0015,0,0,0,0,0,0,0,1.23E-5,0,0,0
"large toucan sp. (<em class=""sci"">Ramphastos sp.</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eurasian Wryneck (<em class=""sci"">Jynx torquilla</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9E-6,0,0,0,0,0,0,0,0,0,0,0,0
"Williamson's Sapsucker (<em class=""sci"">Sphyrapicus thyroideus</em>)",9.633E-4,0.0015258,0.001478,0.0013929,0.0014216,0.0016985,8.332E-4,9.676E-4,6.78E-4,8.394E-4,5.826E-4,4.207E-4,4.806E-4,4.09E-4,6.916E-4,6.684E-4,7.826E-4,0.001122,0.0014836,0.0028288,0.0045603,0.0074861,0.0110904,0.01204,0.0087986,0.0086889,0.0071407,0.0060377,0.0048785,0.004768,0.0046817,0.0025268,0.0023366,0.0021889,0.0018149,0.0014375,0.0015284,0.0020349,0.0023179,0.00192,0.0016514,0.0016142,0.0014088,0.0014734,0.0012035,0.001137,0.0010972,9.597E-4
"Yellow-bellied Sapsucker (<em class=""sci"">Sphyrapicus varius</em>)",0.0031796,0.0035018,0.0033747,0.0028289,0.0017533,0.0019075,0.0013291,0.0018765,0.0018491,0.0016682,0.0020491,5.468E-4,5.65E-5,9.5E-6,0,6.8E-6,0,8.6E-6,0.0015,2.84E-5,0,1.15E-5,0,1.0E-5,0,0,0,0,0,0,0,0,0,0,2.07E-5,3.93E-5,2.564E-4,5.038E-4,0.0012126,0.0016481,0.0018648,0.0016251,0.0016436,0.0015919,0.0022351,0.0023344,0.0025505,0.0022608
"Red-naped Sapsucker (<em class=""sci"">Sphyrapicus nuchalis</em>)",0.0034504,0.0033433,0.003465,0.0034514,0.0037531,0.0029353,0.0024004,0.0027562,0.002599,0.00192,0.0010346,5.328E-4,6.408E-4,2.663E-4,1.663E-4,1.091E-4,1.439E-4,7.77E-5,1.545E-4,1.347E-4,1.288E-4,1.032E-4,1.783E-4,2.591E-4,2.507E-4,2.888E-4,2.684E-4,1.163E-4,4.0E-5,1.192E-4,1.067E-4,8.12E-5,7.68E-5,1.899E-4,6.741E-4,0.0026472,0.0043699,0.0049292,0.0050006,0.0042437,0.004662,0.0048644,0.0039329,0.0038782,0.0039176,0.0035803,0.0045908,0.0034073
"Yellow-bellied x Red-naped Sapsucker (hybrid) (<em class=""sci"">Sphyrapicus varius x nuchalis</em>)",1.26E-5,1.67E-5,1.64E-5,1.171E-4,1.9E-5,3.48E-5,0.0015,3.91E-5,3.08E-5,4.2E-5,4.02E-5,2.1E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25E-5,1.1E-5,0,1.69E-5,2.46E-5,0,9.6E-6,6.4E-6
"Yellow-bellied/Red-naped Sapsucker (<em class=""sci"">Sphyrapicus varius/nuchalis</em>)",1.133E-4,6.67E-5,1.15E-4,5.55E-5,4.74E-5,6.1E-5,2.65E-5,7.82E-5,3.08E-5,4.2E-5,5.02E-5,4.21E-5,0,1.9E-5,0,6.8E-6,9.0E-6,8.6E-6,1.03E-5,0,0,2.29E-5,0,0,0,0,1.34E-5,0,1.33E-5,0,0,0,0,0,0,3.14E-5,4.1E-5,8.89E-5,7.51E-5,9.06E-5,1.123E-4,1.318E-4,7.04E-5,9.31E-5,3.68E-5,8.47E-5,9.62E-5,1.288E-4
"Red-breasted Sapsucker (<em class=""sci"">Sphyrapicus ruber</em>)",0.0277856,0.0244205,0.0247477,0.0253675,0.0240444,0.022655,0.0195801,0.0235936,0.0223633,0.0199452,0.0172765,0.0110211,0.0074069,0.0066955,0.0069771,0.0086006,0.0103088,0.010875,0.0122601,0.0173412,0.0226407,0.0304031,0.0402962,0.0399872,0.0292662,0.0243211,0.0187914,0.0143819,0.0113698,0.0100524,0.0090166,0.0077066,0.0071196,0.0075495,0.0087221,0.0162208,0.024701,0.0261869,0.0298318,0.030728,0.0301512,0.02956,0.0285869,0.0272996,0.0282335,0.0310372,0.0419718,0.0302214
"Yellow-bellied x Red-breasted Sapsucker (hybrid) (<em class=""sci"">Sphyrapicus varius x ruber</em>)",0,8.3E-6,0,0,9.5E-6,8.7E-6,0,0,1.03E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2E-6,0,0,0,0,2.46E-5,1.21E-5,0,0
"Red-naped x Red-breasted Sapsucker (hybrid) (<em class=""sci"">Sphyrapicus nuchalis x ruber</em>)",5.226E-4,4.919E-4,5.091E-4,5.793E-4,6.919E-4,4.703E-4,4.232E-4,5.864E-4,4.725E-4,3.672E-4,2.411E-4,1.122E-4,3.77E-5,5.71E-5,2.63E-5,2.73E-5,3.6E-5,4.32E-5,7.21E-5,9.22E-5,7.51E-5,8.02E-5,2.021E-4,1.395E-4,1.379E-4,1.575E-4,8.05E-5,6.78E-5,1.333E-4,1.06E-4,0.0015,2.71E-5,7.68E-5,6.7E-5,9.33E-5,2.828E-4,5.334E-4,5.235E-4,6.224E-4,6.757E-4,5.842E-4,3.294E-4,5.635E-4,5.419E-4,5.158E-4,6.411E-4,5.486E-4,4.573E-4
"Yellow-bellied/Red-naped x Red-breasted Sapsucker (hybrid) (<em class=""sci"">Sphyrapicus varius/nuchalis x ruber</em>)",0,0,0,0,0,0,0,0,1.03E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2E-6,0,0,0,0,0,0,0,0
"Red-naped/Red-breasted Sapsucker (<em class=""sci"">Sphyrapicus nuchalis/ruber</em>)",5.04E-5,2.5E-5,4.93E-5,3.7E-5,3.79E-5,1.132E-4,4.63E-5,2.93E-5,0.0015,4.2E-5,0,0,0,1.9E-5,8.8E-6,1.36E-5,9.0E-6,1.73E-5,1.03E-5,1.42E-5,1.07E-5,0.0015,0.0015,5.98E-5,2.51E-5,1.31E-5,2.68E-5,9.7E-6,4.0E-5,0,0,0,0,2.23E-5,2.07E-5,2.36E-5,7.18E-5,5.93E-5,5.37E-5,4.12E-5,1.011E-4,7.69E-5,8.22E-5,5.08E-5,1.105E-4,4.84E-5,5.77E-5,3.22E-5
"sapsucker sp. (<em class=""sci"">Sphyrapicus sp.</em>)",6.926E-4,6.086E-4,5.583E-4,6.04E-4,6.35E-4,4.703E-4,4.761E-4,6.744E-4,3.39E-4,3.987E-4,4.319E-4,2.734E-4,1.602E-4,1.236E-4,1.926E-4,9.55E-5,1.349E-4,1.726E-4,1.751E-4,2.269E-4,3.541E-4,2.981E-4,6.3E-4,3.189E-4,4.763E-4,3.15E-4,2.282E-4,1.841E-4,1.333E-4,1.987E-4,1.867E-4,1.173E-4,1.536E-4,1.117E-4,2.696E-4,3.221E-4,7.283E-4,9.187E-4,9.443E-4,0.0011289,0.0010784,0.0010541,9.04E-4,6.52E-4,0.001179,9.676E-4,0.0012127,8.245E-4
"Lewis's Woodpecker (<em class=""sci"">Melanerpes lewis</em>)",0.0087393,0.0076788,0.0085394,0.0086715,0.0083686,0.0071162,0.0063746,0.0062356,0.0057526,0.0059489,0.0068202,0.006443,0.0060782,0.0063722,0.0065569,0.006916,0.0047496,0.0033747,0.0025447,0.0025806,0.0026718,0.0031183,0.0042792,0.0043555,0.0022435,0.0020738,0.0017718,0.0014052,0.001213,0.0014171,0.0013472,0.0018499,0.0032252,0.0054276,0.0063782,0.0076744,0.0074164,0.0076457,0.0074472,0.0080425,0.0076614,0.008554,0.0094742,0.0082221,0.0075036,0.0064711,0.0081903,0.0062865
"Red-headed Woodpecker (<em class=""sci"">Melanerpes erythrocephalus</em>)",6.3E-6,0,0.0015,0,0.0015,0,0.0015,0.0015,0,0,0,0,0,0,0,0.0015,0,0,0.0015,0,0,0.0015,0,2.392E-4,0.002419,8.138E-4,2.55E-4,0,0.0015,0.0015,0,0.0015,0,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,1.12E-5,0,0,0.0015,0,0,0.0015,6.4E-6
"Acorn Woodpecker (<em class=""sci"">Melanerpes formicivorus</em>)",0.1527738,0.1437135,0.1497754,0.1541524,0.1501426,0.1509376,0.1475219,0.1493804,0.1509548,0.1612616,0.17381,0.1831866,0.1953787,0.2051453,0.2103982,0.2096892,0.1992588,0.2019126,0.1992211,0.1937384,0.186598,0.1780736,0.1727626,0.1725671,0.1690919,0.1607056,0.1633513,0.158996,0.1598443,0.1666137,0.1622584,0.1640677,0.1626644,0.1660003,0.1666217,0.1647212,0.1552838,0.1572002,0.1631845,0.1606362,0.1598328,0.1607462,0.1605795,0.157921,0.1543818,0.1560085,0.1821025,0.1652067
"Gila Woodpecker (<em class=""sci"">Melanerpes uropygialis</em>)",7.178E-4,8.838E-4,0.0011331,0.0012141,0.0012984,8.449E-4,8.927E-4,8.405E-4,7.088E-4,7.449E-4,9.743E-4,8.764E-4,5.843E-4,7.609E-4,7.441E-4,0.0010094,9.535E-4,5.869E-4,7.521E-4,5.814E-4,4.829E-4,3.439E-4,4.755E-4,5.88E-4,4.136E-4,5.775E-4,5.906E-4,6.202E-4,5.598E-4,6.225E-4,6.669E-4,5.144E-4,7.35E-4,6.589E-4,5.808E-4,4.163E-4,4.001E-4,4.939E-4,7.404E-4,6.345E-4,6.965E-4,0.001131,7.396E-4,9.06E-4,6.263E-4,8.104E-4,8.566E-4,9.211E-4
"Black-backed Woodpecker (<em class=""sci"">Picoides arcticus</em>)",3.78E-5,8.3E-6,3.28E-5,6.78E-5,3.79E-5,1.74E-5,3.97E-5,3.91E-5,5.14E-5,8.39E-5,8.04E-5,1.052E-4,1.602E-4,1.617E-4,2.451E-4,2.592E-4,4.768E-4,5.869E-4,9.89E-4,0.0014321,0.0023821,0.0037029,0.0047428,0.0049934,0.0037476,0.003872,0.0029127,0.0031594,0.002266,0.0024502,0.001814,0.0014168,0.001086,0.0010275,8.401E-4,7.148E-4,5.129E-4,4.741E-4,5.151E-4,4.615E-4,3.932E-4,2.306E-4,1.644E-4,3.39E-5,1.105E-4,4.84E-5,6.74E-5,1.93E-5
